--------task_3_2_1/input03_solution.txt--------
Equations without roots
    equation: [-84.0, 0.0, 39.0, 0.0, -6.0];  roots: []
    equation: [12.0, -20.0, 72.0];  roots: []
    equation: [-32.0, 0.0, 0.0, 0.0, -60.0];  roots: []
    equation: [30.0, 0.0, -33.0, 0.0, 21.0];  roots: []
    equation: [60.0, -38.0, 84.0];  roots: []
    equation: [25.0, 51.0, 45.0];  roots: []
    equation: [8.0, 0.0, 0.0, 0.0, 40.0];  roots: []
    equation: [8.0, 0.0, 0.0, 0.0, 44.0];  roots: []
    equation: [-39.0, 0.0, 8.0, 0.0, -92.0];  roots: []
    equation: [-12.0, 0.0, -44.0, 0.0, -76.0];  roots: []
    equation: [57.0, 0.0, -16.0, 0.0, 36.0];  roots: []
    equation: [0.0, -8.0];  roots: []
    equation: [0.0, 8.0];  roots: []
    equation: [-26.0, 0.0, -100.0, 0.0, -56.0];  roots: []
    equation: [68.0, 0.0, 0.0, 0.0, 64.0];  roots: []
    equation: [-18.0, -6.0, -16.0];  roots: []
    equation: [88.0, 0.0, 0.0, 0.0, 32.0];  roots: []
    equation: [34.0, 7.0, 6.0];  roots: []
    equation: [100.0, 0.0, 42.0];  roots: []
    equation: [0.0, 8.0];  roots: []
    equation: [0.0, 13.0];  roots: []
    equation: [-42.0, -22.0, -21.0];  roots: []
    equation: [0.0, 0.0, 63.0];  roots: []
    equation: [0.0, 0.0, 40.0, 0.0, 76.0];  roots: []
    equation: [0.0, -51.0];  roots: []
    equation: [0.0, 4.0];  roots: []
    equation: [54.0, 0.0, 69.0, 0.0, 9.0];  roots: []
    equation: [0.0, 0.0, -8.0, 0.0, -1.0];  roots: []
    equation: [2.0, 0.0, 0.0, 0.0, 18.0];  roots: []
    equation: [44.0, 0.0, -20.0, 0.0, 84.0];  roots: []
    equation: [26.0, 0.0, -12.0, 0.0, 48.0];  roots: []
    equation: [14.0, -24.0, 34.0];  roots: []
    equation: [32.0, 0.0, 22.0, 0.0, 42.0];  roots: []
    equation: [63.0, 0.0, 0.0, 0.0, 34.0];  roots: []
    equation: [16.0, -10.0, 18.0];  roots: []
    equation: [0.0, 15.0];  roots: []
    equation: [-9.0, 0.0, 0.0, 0.0, -13.0];  roots: []
    equation: [-23.0, 0.0, -66.0, 0.0, -9.0];  roots: []
    equation: [-23.0, 0.0, -24.0];  roots: []
    equation: [0.0, 0.0, 76.0];  roots: []
    equation: [0.0, 0.0, -36.0, 0.0, -22.0];  roots: []
    equation: [66.0, 0.0, -44.0, 0.0, 8.0];  roots: []
    equation: [0.0, 0.0, 17.0];  roots: []
    equation: [-60.0, 36.0, -22.0];  roots: []
    equation: [48.0, 0.0, 22.0];  roots: []
    equation: [34.0, 30.0, 72.0];  roots: []
    equation: [-8.0, 0.0, -69.0, 0.0, -24.0];  roots: []
    equation: [-24.0, 0.0, -12.0];  roots: []
    equation: [-38.0, 0.0, -48.0, 0.0, -4.0];  roots: []
    equation: [36.0, 48.0, 33.0];  roots: []
    equation: [0.0, -36.0];  roots: []
    equation: [-1.0, 0.0, -24.0, 0.0, -24.0];  roots: []
    equation: [92.0, 0.0, 24.0];  roots: []
    equation: [42.0, 0.0, 20.0];  roots: []
    equation: [-36.0, 0.0, -40.0, 0.0, -27.0];  roots: []
    equation: [-30.0, 0.0, -44.0, 0.0, -1.0];  roots: []
    equation: [-3.0, 0.0, 0.0, 0.0, -50.0];  roots: []
    equation: [-48.0, 0.0, -25.0];  roots: []
    equation: [-12.0, 18.0, -42.0];  roots: []
    equation: [33.0, 0.0, 39.0];  roots: []
    equation: [6.0, 0.0, 48.0];  roots: []
    equation: [-88.0, 0.0, 0.0, 0.0, -18.0];  roots: []
    equation: [-52.0, 0.0, -50.0];  roots: []
    equation: [0.0, 0.0, -24.0];  roots: []
    equation: [-18.0, 0.0, 0.0, 0.0, -24.0];  roots: []
    equation: [51.0, 0.0, -25.0, 0.0, 10.0];  roots: []
    equation: [0.0, -15.0];  roots: []
    equation: [69.0, 64.0, 34.0];  roots: []
    equation: [-51.0, -22.0, -66.0];  roots: []
    equation: [39.0, 0.0, 8.0, 0.0, 36.0];  roots: []
    equation: [0.0, 9.0];  roots: []
    equation: [0.0, 0.0, 1.0, 0.0, 32.0];  roots: []
    equation: [0.0, 0.0, 22.0];  roots: []
    equation: [-51.0, 0.0, -48.0, 0.0, -1.0];  roots: []
    equation: [-40.0, 0.0, 15.0, 0.0, -48.0];  roots: []
    equation: [24.0, -15.0, 60.0];  roots: []
    equation: [-51.0, 0.0, 48.0, 0.0, -54.0];  roots: []
    equation: [-40.0, 0.0, -32.0, 0.0, -2.0];  roots: []
    equation: [-16.0, 0.0, 6.0, 0.0, -16.0];  roots: []
    equation: [-72.0, 0.0, 12.0, 0.0, -2.0];  roots: []
    equation: [-13.0, 0.0, -20.0];  roots: []
    equation: [-76.0, 0.0, -26.0];  roots: []
    equation: [22.0, 0.0, 0.0, 0.0, 24.0];  roots: []
    equation: [0.0, 0.0, -48.0, 0.0, -68.0];  roots: []
    equation: [75.0, 16.0, 15.0];  roots: []
    equation: [-40.0, 34.0, -10.0];  roots: []
    equation: [0.0, -72.0];  roots: []
    equation: [0.0, -36.0];  roots: []
    equation: [-16.0, 0.0, 0.0, 0.0, -46.0];  roots: []
    equation: [45.0, 0.0, 8.0, 0.0, 21.0];  roots: []
    equation: [7.0, 0.0, 45.0, 0.0, 15.0];  roots: []
    equation: [-18.0, 6.0, -63.0];  roots: []
    equation: [-8.0, -13.0, -46.0];  roots: []
    equation: [0.0, -96.0];  roots: []
    equation: [-20.0, -17.0, -42.0];  roots: []
    equation: [28.0, -16.0, 11.0];  roots: []
    equation: [0.0, 8.0];  roots: []
    equation: [92.0, 0.0, 4.0, 0.0, 15.0];  roots: []
    equation: [0.0, 0.0, 84.0];  roots: []
    equation: [5.0, 0.0, -27.0, 0.0, 60.0];  roots: []
    equation: [51.0, 0.0, 19.0, 0.0, 51.0];  roots: []
    equation: [-16.0, 0.0, 6.0, 0.0, -100.0];  roots: []
    equation: [-52.0, 0.0, -72.0];  roots: []
    equation: [-18.0, -10.0, -15.0];  roots: []
    equation: [-20.0, 0.0, 13.0, 0.0, -15.0];  roots: []
    equation: [20.0, 0.0, 40.0, 0.0, 96.0];  roots: []
    equation: [96.0, 0.0, 0.0, 0.0, 6.0];  roots: []
    equation: [14.0, 0.0, 32.0, 0.0, 15.0];  roots: []
    equation: [-22.0, -30.0, -15.0];  roots: []
    equation: [48.0, -14.0, 56.0];  roots: []
    equation: [-75.0, 21.0, -22.0];  roots: []
    equation: [0.0, -52.0];  roots: []
    equation: [75.0, -21.0, 44.0];  roots: []
    equation: [15.0, 11.0, 36.0];  roots: []
    equation: [72.0, 0.0, -48.0, 0.0, 12.0];  roots: []
    equation: [0.0, 0.0, 10.0, 0.0, 45.0];  roots: []
    equation: [-44.0, 0.0, -56.0, 0.0, -57.0];  roots: []
    equation: [0.0, -9.0];  roots: []
    equation: [0.0, -66.0];  roots: []
    equation: [-27.0, 32.0, -84.0];  roots: []
    equation: [60.0, 0.0, 12.0, 0.0, 30.0];  roots: []
    equation: [46.0, 15.0, 18.0];  roots: []
    equation: [-12.0, 0.0, -21.0];  roots: []
    equation: [-8.0, 0.0, 1.0, 0.0, -32.0];  roots: []
    equation: [-33.0, 0.0, -44.0, 0.0, -20.0];  roots: []
    equation: [42.0, 0.0, 28.0, 0.0, 8.0];  roots: []
    equation: [57.0, 0.0, -57.0, 0.0, 21.0];  roots: []
    equation: [-96.0, 0.0, -42.0];  roots: []
    equation: [-18.0, 0.0, 0.0, 0.0, -17.0];  roots: []
    equation: [0.0, 0.0, -2.0, 0.0, -19.0];  roots: []
    equation: [0.0, 0.0, -14.0, 0.0, -18.0];  roots: []
    equation: [0.0, -22.0];  roots: []
    equation: [0.0, -33.0];  roots: []
    equation: [0.0, -5.0];  roots: []
    equation: [0.0, -27.0];  roots: []
    equation: [-75.0, 0.0, -48.0, 0.0, -3.0];  roots: []
    equation: [-39.0, 0.0, -42.0, 0.0, -5.0];  roots: []
    equation: [-32.0, 0.0, 0.0, 0.0, -4.0];  roots: []
    equation: [48.0, 0.0, 36.0, 0.0, 16.0];  roots: []
    equation: [20.0, -3.0, 44.0];  roots: []
    equation: [69.0, 48.0, 24.0];  roots: []
    equation: [28.0, -8.0, 18.0];  roots: []
    equation: [54.0, 0.0, 69.0, 0.0, 3.0];  roots: []
    equation: [-18.0, -24.0, -54.0];  roots: []
    equation: [-16.0, 8.0, -46.0];  roots: []
    equation: [-6.0, 0.0, 0.0, 0.0, -6.0];  roots: []
    equation: [-75.0, 0.0, -8.0, 0.0, -57.0];  roots: []
    equation: [4.0, 15.0, 80.0];  roots: []
    equation: [9.0, 0.0, -12.0, 0.0, 40.0];  roots: []
    equation: [36.0, 0.0, -6.0, 0.0, 21.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, -28.0];  roots: []
    equation: [26.0, 0.0, 51.0, 0.0, 12.0];  roots: []
    equation: [0.0, 0.0, 21.0, 0.0, 44.0];  roots: []
    equation: [0.0, -24.0];  roots: []
    equation: [-34.0, -45.0, -24.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 45.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, -38.0];  roots: []
    equation: [-56.0, 0.0, -1.0, 0.0, -72.0];  roots: []
    equation: [-21.0, 0.0, 2.0, 0.0, -12.0];  roots: []
    equation: [92.0, -57.0, 48.0];  roots: []
    equation: [-6.0, 0.0, -52.0];  roots: []
    equation: [48.0, 0.0, -24.0, 0.0, 5.0];  roots: []
    equation: [42.0, 0.0, -36.0, 0.0, 84.0];  roots: []
    equation: [3.0, 0.0, 16.0];  roots: []
    equation: [-2.0, 12.0, -40.0];  roots: []
    equation: [-7.0, 0.0, -18.0, 0.0, -48.0];  roots: []
    equation: [-54.0, 0.0, 0.0, 0.0, -64.0];  roots: []
    equation: [0.0, -15.0];  roots: []
    equation: [72.0, 60.0, 14.0];  roots: []
    equation: [0.0, 0.0, -8.0];  roots: []
    equation: [30.0, 0.0, 10.0];  roots: []
    equation: [32.0, 0.0, 56.0, 0.0, 4.0];  roots: []
    equation: [-48.0, 0.0, 0.0, 0.0, -8.0];  roots: []
    equation: [-4.0, 0.0, -20.0];  roots: []
    equation: [-20.0, 0.0, -68.0];  roots: []
    equation: [-42.0, 0.0, 0.0, 0.0, -6.0];  roots: []
    equation: [14.0, 0.0, 0.0, 0.0, 51.0];  roots: []
    equation: [5.0, 0.0, 18.0];  roots: []
    equation: [12.0, 0.0, 6.0, 0.0, 72.0];  roots: []
    equation: [0.0, 0.0, -30.0, 0.0, -48.0];  roots: []
    equation: [45.0, 0.0, 76.0, 0.0, 25.0];  roots: []
    equation: [-38.0, -69.0, -57.0];  roots: []
    equation: [0.0, 0.0, -12.0];  roots: []
    equation: [34.0, 0.0, 0.0, 0.0, 32.0];  roots: []
    equation: [40.0, 0.0, 84.0];  roots: []
    equation: [24.0, 0.0, 0.0, 0.0, 48.0];  roots: []
    equation: [12.0, 0.0, 38.0, 0.0, 4.0];  roots: []
    equation: [0.0, 0.0, -72.0];  roots: []
    equation: [-44.0, 28.0, -44.0];  roots: []
    equation: [20.0, 20.0, 92.0];  roots: []
    equation: [32.0, 0.0, 0.0, 0.0, 46.0];  roots: []
    equation: [-25.0, 0.0, -40.0, 0.0, -4.0];  roots: []
    equation: [44.0, 0.0, -10.0, 0.0, 30.0];  roots: []
    equation: [80.0, -2.0, 16.0];  roots: []
    equation: [0.0, 46.0];  roots: []
    equation: [-42.0, 39.0, -34.0];  roots: []
    equation: [0.0, 0.0, -4.0, 0.0, -12.0];  roots: []
    equation: [0.0, -46.0];  roots: []
    equation: [0.0, 0.0, 51.0, 0.0, 14.0];  roots: []
    equation: [0.0, 0.0, -13.0, 0.0, -11.0];  roots: []
    equation: [-8.0, 0.0, 10.0, 0.0, -48.0];  roots: []
    equation: [2.0, -12.0, 84.0];  roots: []
    equation: [-36.0, 0.0, -28.0];  roots: []
    equation: [-44.0, 20.0, -76.0];  roots: []
    equation: [57.0, 0.0, 0.0, 0.0, 75.0];  roots: []
    equation: [0.0, 0.0, 69.0];  roots: []
    equation: [32.0, 0.0, 22.0, 0.0, 2.0];  roots: []
    equation: [-66.0, 0.0, -11.0, 0.0, -9.0];  roots: []
    equation: [0.0, 0.0, 54.0, 0.0, 15.0];  roots: []
    equation: [-9.0, -48.0, -80.0];  roots: []
    equation: [9.0, 0.0, 21.0, 0.0, 16.0];  roots: []
    equation: [0.0, 0.0, 48.0];  roots: []
    equation: [0.0, 0.0, 8.0];  roots: []
    equation: [-63.0, 0.0, 0.0, 0.0, -72.0];  roots: []
    equation: [-21.0, 0.0, 0.0, 0.0, -12.0];  roots: []
    equation: [30.0, 12.0, 44.0];  roots: []
    equation: [0.0, 34.0];  roots: []
    equation: [0.0, -21.0];  roots: []
    equation: [16.0, 0.0, -18.0, 0.0, 68.0];  roots: []
    equation: [-66.0, 0.0, 27.0, 0.0, -72.0];  roots: []
    equation: [-18.0, 0.0, 0.0, 0.0, -30.0];  roots: []
    equation: [0.0, 68.0];  roots: []
    equation: [-21.0, 0.0, 0.0, 0.0, -12.0];  roots: []
    equation: [-24.0, 0.0, 0.0, 0.0, -6.0];  roots: []
    equation: [80.0, 0.0, 34.0, 0.0, 40.0];  roots: []
    equation: [28.0, 0.0, 0.0, 0.0, 10.0];  roots: []
    equation: [38.0, 0.0, 33.0, 0.0, 22.0];  roots: []
    equation: [30.0, -14.0, 8.0];  roots: []
    equation: [39.0, 0.0, -32.0, 0.0, 24.0];  roots: []
    equation: [-6.0, 0.0, -30.0, 0.0, -23.0];  roots: []
    equation: [84.0, 0.0, 0.0, 0.0, 4.0];  roots: []
    equation: [-40.0, 0.0, -4.0, 0.0, -10.0];  roots: []
    equation: [-12.0, 0.0, 18.0, 0.0, -8.0];  roots: []
    equation: [0.0, 34.0];  roots: []
    equation: [0.0, 20.0];  roots: []
    equation: [0.0, -96.0];  roots: []
    equation: [72.0, 0.0, 75.0];  roots: []
    equation: [-27.0, 0.0, -44.0, 0.0, -96.0];  roots: []
    equation: [18.0, 0.0, 45.0];  roots: []
    equation: [-17.0, 0.0, -40.0];  roots: []
    equation: [-25.0, 0.0, 24.0, 0.0, -48.0];  roots: []
    equation: [8.0, 0.0, 64.0, 0.0, 4.0];  roots: []
    equation: [0.0, 36.0];  roots: []
    equation: [40.0, 8.0, 10.0];  roots: []
    equation: [0.0, 0.0, 48.0, 0.0, 21.0];  roots: []
    equation: [0.0, -9.0];  roots: []
    equation: [-16.0, -3.0, -48.0];  roots: []
    equation: [0.0, 0.0, -32.0];  roots: []
    equation: [-40.0, 0.0, -3.0];  roots: []
    equation: [48.0, 24.0, 72.0];  roots: []
    equation: [0.0, -4.0];  roots: []
    equation: [16.0, 0.0, 8.0];  roots: []
    equation: [88.0, 1.0, 36.0];  roots: []
    equation: [28.0, 0.0, 9.0];  roots: []
    equation: [-30.0, 7.0, -10.0];  roots: []
    equation: [0.0, 0.0, 50.0, 0.0, 4.0];  roots: []
    equation: [0.0, 26.0];  roots: []
    equation: [28.0, 12.0, 26.0];  roots: []
    equation: [68.0, 8.0, 10.0];  roots: []
    equation: [-11.0, -8.0, -2.0];  roots: []
    equation: [-36.0, 0.0, 0.0, 0.0, -48.0];  roots: []
    equation: [0.0, 0.0, -25.0];  roots: []
    equation: [-68.0, 0.0, 68.0, 0.0, -51.0];  roots: []
    equation: [20.0, 0.0, 39.0, 0.0, 50.0];  roots: []
    equation: [14.0, 0.0, 38.0, 0.0, 6.0];  roots: []
    equation: [-3.0, 0.0, 0.0, 0.0, -12.0];  roots: []
    equation: [-46.0, 0.0, 24.0, 0.0, -24.0];  roots: []
    equation: [0.0, 0.0, -42.0, 0.0, -45.0];  roots: []
    equation: [0.0, -50.0];  roots: []
    equation: [22.0, -42.0, 44.0];  roots: []
    equation: [-18.0, 4.0, -4.0];  roots: []
    equation: [32.0, 0.0, 24.0];  roots: []
    equation: [45.0, 0.0, 0.0, 0.0, 24.0];  roots: []
    equation: [100.0, 0.0, 1.0];  roots: []
    equation: [0.0, 0.0, -42.0, 0.0, -24.0];  roots: []
    equation: [-72.0, 44.0, -44.0];  roots: []
    equation: [0.0, 0.0, -68.0];  roots: []
    equation: [69.0, 0.0, 8.0];  roots: []
    equation: [60.0, 0.0, 51.0];  roots: []
    equation: [92.0, 0.0, 3.0, 0.0, 15.0];  roots: []
    equation: [0.0, 0.0, 75.0, 0.0, 51.0];  roots: []
    equation: [0.0, -18.0];  roots: []
    equation: [-24.0, 0.0, -21.0, 0.0, -20.0];  roots: []
    equation: [-30.0, 0.0, 4.0, 0.0, -1.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, -16.0];  roots: []
    equation: [40.0, -3.0, 80.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 16.0];  roots: []
    equation: [0.0, 0.0, -20.0];  roots: []
    equation: [0.0, 0.0, -17.0];  roots: []
    equation: [5.0, 6.0, 4.0];  roots: []
    equation: [0.0, -1.0];  roots: []
    equation: [0.0, -4.0];  roots: []
    equation: [0.0, 0.0, 14.0, 0.0, 45.0];  roots: []
    equation: [15.0, 0.0, 20.0, 0.0, 16.0];  roots: []
    equation: [32.0, -50.0, 23.0];  roots: []
    equation: [-4.0, 0.0, 0.0, 0.0, -32.0];  roots: []
    equation: [-30.0, 0.0, 8.0, 0.0, -2.0];  roots: []
    equation: [24.0, 0.0, 30.0, 0.0, 8.0];  roots: []
    equation: [0.0, 0.0, 6.0];  roots: []
    equation: [-12.0, 0.0, -24.0];  roots: []
    equation: [-45.0, 0.0, 23.0, 0.0, -48.0];  roots: []
    equation: [28.0, 0.0, -6.0, 0.0, 16.0];  roots: []
    equation: [0.0, 0.0, 24.0, 0.0, 15.0];  roots: []
    equation: [66.0, 20.0, 12.0];  roots: []
    equation: [-50.0, 24.0, -5.0];  roots: []
    equation: [4.0, 2.0, 16.0];  roots: []
    equation: [0.0, -8.0];  roots: []
    equation: [-8.0, 0.0, -44.0];  roots: []
    equation: [48.0, 10.0, 32.0];  roots: []
    equation: [36.0, 0.0, -33.0, 0.0, 33.0];  roots: []
    equation: [44.0, -45.0, 24.0];  roots: []
    equation: [0.0, -40.0];  roots: []
    equation: [24.0, 0.0, 9.0];  roots: []
    equation: [48.0, 0.0, 0.0, 0.0, 4.0];  roots: []
    equation: [7.0, 0.0, 20.0, 0.0, 40.0];  roots: []
    equation: [40.0, 0.0, -3.0, 0.0, 76.0];  roots: []
    equation: [0.0, 0.0, -88.0, 0.0, -6.0];  roots: []
    equation: [28.0, -19.0, 9.0];  roots: []
    equation: [-50.0, 2.0, -24.0];  roots: []
    equation: [-20.0, 0.0, -18.0, 0.0, -38.0];  roots: []
    equation: [3.0, 0.0, 0.0, 0.0, 8.0];  roots: []
    equation: [0.0, 48.0];  roots: []
    equation: [-68.0, -16.0, -56.0];  roots: []
    equation: [36.0, 0.0, 11.0, 0.0, 30.0];  roots: []
    equation: [-4.0, 0.0, 0.0, 0.0, -44.0];  roots: []
    equation: [-27.0, -15.0, -13.0];  roots: []
    equation: [0.0, 3.0];  roots: []
    equation: [0.0, -13.0];  roots: []
    equation: [0.0, -12.0];  roots: []
    equation: [-64.0, 45.0, -36.0];  roots: []
    equation: [16.0, 0.0, 8.0];  roots: []
    equation: [-20.0, 12.0, -12.0];  roots: []
    equation: [20.0, 0.0, 40.0, 0.0, 10.0];  roots: []
    equation: [-24.0, 0.0, -72.0, 0.0, -24.0];  roots: []
    equation: [28.0, 24.0, 51.0];  roots: []
    equation: [0.0, -60.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 22.0];  roots: []
    equation: [-30.0, 0.0, 0.0, 0.0, -10.0];  roots: []
    equation: [-12.0, -11.0, -18.0];  roots: []
    equation: [-28.0, 0.0, 9.0, 0.0, -14.0];  roots: []
    equation: [0.0, 0.0, 36.0, 0.0, 24.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, -38.0];  roots: []
    equation: [10.0, 0.0, 57.0, 0.0, 16.0];  roots: []
    equation: [0.0, -15.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 48.0];  roots: []
    equation: [0.0, 0.0, -56.0, 0.0, -42.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 2.0];  roots: []
    equation: [24.0, 0.0, -60.0, 0.0, 48.0];  roots: []
    equation: [20.0, 0.0, 40.0];  roots: []
    equation: [0.0, 0.0, -51.0, 0.0, -64.0];  roots: []
    equation: [-57.0, -12.0, -21.0];  roots: []
    equation: [-40.0, -13.0, -39.0];  roots: []
    equation: [-56.0, 0.0, -12.0];  roots: []
    equation: [-32.0, -12.0, -42.0];  roots: []
    equation: [0.0, 0.0, -68.0, 0.0, -17.0];  roots: []
    equation: [92.0, 0.0, 50.0, 0.0, 57.0];  roots: []
    equation: [-40.0, 0.0, -24.0, 0.0, -46.0];  roots: []
    equation: [0.0, 0.0, 6.0, 0.0, 24.0];  roots: []
    equation: [-68.0, 0.0, 0.0, 0.0, -2.0];  roots: []
    equation: [-21.0, 12.0, -9.0];  roots: []
    equation: [0.0, 20.0];  roots: []
    equation: [-32.0, 0.0, 0.0, 0.0, -38.0];  roots: []
    equation: [0.0, -57.0];  roots: []
    equation: [-24.0, 18.0, -42.0];  roots: []
    equation: [69.0, 76.0, 68.0];  roots: []
    equation: [-44.0, 0.0, 0.0, 0.0, -46.0];  roots: []
    equation: [21.0, 0.0, 15.0, 0.0, 80.0];  roots: []
    equation: [0.0, 0.0, 9.0, 0.0, 4.0];  roots: []
    equation: [0.0, 0.0, -4.0, 0.0, -48.0];  roots: []
    equation: [0.0, 88.0];  roots: []
    equation: [15.0, 0.0, -21.0, 0.0, 9.0];  roots: []
    equation: [-33.0, -18.0, -27.0];  roots: []
    equation: [36.0, 3.0, 34.0];  roots: []
    equation: [0.0, 28.0];  roots: []
    equation: [0.0, 24.0];  roots: []
    equation: [-8.0, -30.0, -84.0];  roots: []
    equation: [63.0, 0.0, 45.0, 0.0, 20.0];  roots: []
    equation: [20.0, 0.0, -32.0, 0.0, 30.0];  roots: []
    equation: [0.0, 18.0];  roots: []
    equation: [15.0, 0.0, 20.0, 0.0, 11.0];  roots: []
    equation: [40.0, 46.0, 24.0];  roots: []
    equation: [42.0, -28.0, 21.0];  roots: []
    equation: [0.0, 21.0];  roots: []
    equation: [-15.0, 0.0, -8.0, 0.0, -24.0];  roots: []
    equation: [0.0, -9.0];  roots: []
    equation: [0.0, -30.0];  roots: []
    equation: [96.0, 0.0, 36.0];  roots: []
    equation: [48.0, 12.0, 18.0];  roots: []
    equation: [0.0, 0.0, -4.0];  roots: []
    equation: [-60.0, -42.0, -42.0];  roots: []
    equation: [0.0, 60.0];  roots: []
    equation: [0.0, 45.0];  roots: []
    equation: [-36.0, 0.0, 0.0, 0.0, -25.0];  roots: []
    equation: [-69.0, 0.0, -4.0];  roots: []
    equation: [32.0, 66.0, 57.0];  roots: []
    equation: [0.0, 0.0, -64.0];  roots: []
    equation: [0.0, 46.0];  roots: []
    equation: [0.0, 0.0, 25.0];  roots: []
    equation: [42.0, 0.0, 18.0];  roots: []
    equation: [-44.0, 0.0, -6.0];  roots: []
    equation: [0.0, -19.0];  roots: []
    equation: [0.0, 2.0];  roots: []
    equation: [-80.0, 0.0, 32.0, 0.0, -15.0];  roots: []
    equation: [64.0, 8.0, 48.0];  roots: []
    equation: [-11.0, -22.0, -75.0];  roots: []
    equation: [0.0, -30.0];  roots: []
    equation: [36.0, -10.0, 3.0];  roots: []
    equation: [0.0, -60.0];  roots: []
    equation: [-16.0, 0.0, -8.0, 0.0, -3.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 44.0];  roots: []
    equation: [-36.0, 0.0, 0.0, 0.0, -60.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 18.0];  roots: []
    equation: [22.0, 0.0, 12.0];  roots: []
    equation: [20.0, 20.0, 8.0];  roots: []
    equation: [-60.0, -15.0, -24.0];  roots: []
    equation: [12.0, 0.0, 14.0];  roots: []
    equation: [-20.0, 21.0, -14.0];  roots: []
    equation: [16.0, 0.0, -4.0, 0.0, 4.0];  roots: []
    equation: [-76.0, 0.0, 32.0, 0.0, -60.0];  roots: []
    equation: [30.0, -88.0, 100.0];  roots: []
    equation: [60.0, 0.0, 0.0, 0.0, 12.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, -22.0];  roots: []
    equation: [0.0, 0.0, 8.0];  roots: []
    equation: [40.0, 0.0, 68.0];  roots: []
    equation: [10.0, 0.0, -8.0, 0.0, 4.0];  roots: []
    equation: [-40.0, 0.0, 50.0, 0.0, -24.0];  roots: []
    equation: [4.0, 0.0, 0.0, 0.0, 18.0];  roots: []
    equation: [-20.0, 0.0, 8.0, 0.0, -12.0];  roots: []
    equation: [0.0, 88.0];  roots: []
    equation: [-15.0, 12.0, -23.0];  roots: []
    equation: [16.0, -3.0, 40.0];  roots: []
    equation: [0.0, 16.0];  roots: []
    equation: [-9.0, 0.0, -16.0];  roots: []
    equation: [64.0, 0.0, 0.0, 0.0, 18.0];  roots: []
    equation: [100.0, 0.0, 0.0, 0.0, 3.0];  roots: []
    equation: [0.0, 0.0, 30.0, 0.0, 46.0];  roots: []
    equation: [0.0, -34.0];  roots: []
    equation: [18.0, 20.0, 48.0];  roots: []
    equation: [-18.0, -12.0, -9.0];  roots: []
    equation: [0.0, 0.0, 12.0, 0.0, 30.0];  roots: []
    equation: [0.0, 0.0, 6.0];  roots: []
    equation: [-20.0, 0.0, 0.0, 0.0, -92.0];  roots: []
    equation: [38.0, 0.0, 0.0, 0.0, 4.0];  roots: []
    equation: [0.0, 0.0, 36.0];  roots: []
    equation: [0.0, 0.0, 40.0];  roots: []
    equation: [-20.0, 0.0, -18.0];  roots: []
    equation: [-66.0, 0.0, -19.0, 0.0, -4.0];  roots: []
    equation: [-22.0, 0.0, 0.0, 0.0, -20.0];  roots: []
